"index";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"ips";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
779;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"Windows";2.4;32448
780;"Acer";"Netbook";11.6;1366;768;0;1;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"Other";1.25;15824
781;"HP";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;12;"HDD";1024;0;"AMD";"Windows";3.74;93187
782;"Lenovo";"Notebook";17.3;1600;900;0;0;"AMD";"A4-Series 7210";2.2;4;"HDD";500;0;"AMD";"Windows";2.8;20193
783;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"Windows";2.9;128671
784;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"Windows";1.95;67399
785;"Samsung";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";0.81;79867
786;"HP";"2 in 1 Convertible";13.3;3200;1800;1;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Intel";"Windows";1.42;74539
787;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"Windows";1.98;51202
788;"Samsung";"Ultrabook";15.0;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.17;90523
789;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";"Windows";2.18;42081
790;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.32;95851
791;"Lenovo";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.32;99048
792;"Razer";"Ultrabook";12.5;3840;2160;1;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"Windows";1.29;95851
793;"MSI";"Gaming";17.3;3840;2160;0;1;"Intel";"Core i7";2.6;16;"Hybrid";512;2048;"Nvidia";"Windows";2.43;141139
794;"HP";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"Other";1.23;20513
795;"Toshiba";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.05;78588
796;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"Linux";2.62;49497
797;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";4.36;133467
798;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"Windows";2.04;47952
799;"Dell";"Notebook";14.0;1366;768;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"Windows";1.76;40226
800;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"Windows";2.1;26102
801;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Windows";2.18;32714
802;"Toshiba";"Ultrabook";14.0;1366;768;0;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"Windows";1.25;58075
803;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"Intel";"Windows";1.9;49817
804;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"Windows";1.13;133147
805;"Dell";"2 in 1 Convertible";13.3;3200;1800;1;0;"Intel";"Core i7";1.3;8;"SSD";512;0;"Intel";"Windows";1.24;107258
806;"Asus";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.7;32;"SSD";256;256;"Nvidia";"Windows";3.58;68145
807;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i7";1.3;16;"SSD";256;0;"Intel";"Windows";1.22;87859
808;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";2.7;8;"Flash Storage";256;0;"Intel";"Windows";1.13;109171
809;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";512;0;"Intel";"Windows";1.95;104588
810;"LG";"Ultrabook";15.6;1920;1080;1;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";1.08;111835
811;"HP";"Netbook";12.5;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"Windows";1.26;79014
812;"Acer";"Notebook";15.6;1920;1080;0;1;"Intel";"Celeron Dual";1.5;4;"Flash Storage";16;0;"Intel";"Other";2.2;19128
813;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.3;8;"Hybrid";128;1024;"Nvidia";"Windows";2.6;42038
814;"LG";"Ultrabook";14.0;1920;1080;1;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"Windows";0.98;101179
815;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Intel";"Windows";1.6;64202
816;"HP";"Ultrabook";12.5;3840;2160;1;0;"Intel";"Core M";1.2;8;"SSD";240;0;"Intel";"Windows";1.09;165168
817;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;6;"SSD";256;0;"Nvidia";"Windows";2.2;42038
818;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.4;63883
819;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"Windows";2.04;54292
820;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"Flash Storage";256;0;"Intel";"Windows";1.13;99900
821;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"Windows";2.4;26587
822;"Toshiba";"Notebook";14.0;1366;768;0;0;"Intel";"Pentium Dual";2.1;4;"SSD";128;0;"Intel";"Windows";1.75;26587
823;"Lenovo";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"Windows";1.44;46940
824;"HP";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.49;51149
825;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.7;85195
826;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";2.6;71875
827;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";2.2;59669
828;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"AMD";"Windows";2.18;36496
829;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.1;72354
830;"HP";"Ultrabook";15.6;1920;1080;0;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"AMD";"Windows";1.84;69104
831;"Dell";"Notebook";14.0;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"Windows";1.76;31169
833;"Acer";"Netbook";11.6;1366;768;0;1;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"Other";1.35;18914
835;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i5";2.5;8;"SSD";512;0;"Intel";"Windows";1.37;97236
836;"Acer";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i3";2.4;8;"SSD";128;0;"Intel";"Windows";1.5;32980
837;"Razer";"Gaming";17.3;3840;2160;1;0;"Intel";"Core i7";2.9;32;"SSD";512;0;"Nvidia";"Windows";3.49;292987
838;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"Windows";1.95;38889
839;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";"Core i7";2.6;16;"SSD";512;0;"Intel";"Windows";1.1;111835
840;"Lenovo";"Ultrabook";12.5;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.36;87912
841;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"Linux";2.1;27652
842;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"Windows";2.31;62071
843;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"Windows";1.7;63190
844;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"Windows";2.18;37725
845;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"Windows";1.32;87912
846;"HP";"Notebook";14.0;1366;768;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"Windows";1.95;61219
847;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3.21;147832
848;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"Windows";2.2;16464
849;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.9;128884
850;"HP";"Ultrabook";12.5;1920;1080;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"Windows";1.26;84129
851;"Toshiba";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"Windows";2.0;35644
852;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Quad";1.6;4;"Flash Storage";16;0;"Intel";"Other";1.5;17316
853;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"HDD";1024;0;"Intel";"N/A";1.86;15393
854;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";128;0;"Intel";"Windows";2.3;31435
855;"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;1;"Intel";"Core i7";2.2;16;"SSD";1024;0;"Intel";"Windows";1.3;95851
856;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.6;16;"Hybrid";512;1024;"Nvidia";"Windows";2.73;95851
857;"Toshiba";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"Windows";1.47;58874
858;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";"Windows";4.42;163724
859;"HP";"Netbook";12.5;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"Windows";1.26;88924
860;"HP";"Notebook";17.3;1600;900;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"Windows";2.63;48485
861;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"Windows";2.18;29762
862;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"Windows";2.18;38041
863;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.2;63883
864;"HP";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.5;8;"SSD";512;0;"Intel";"Windows";1.54;99634
866;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;4;"SSD";256;0;"AMD";"Windows";2.18;39374
867;"Dell";"Gaming";17.3;2560;1440;0;0;"Intel";"Core i7";2.7;16;"Hybrid";512;1024;"Nvidia";"Windows";4.36;146946
868;"HP";"2 in 1 Convertible";11.6;1366;768;1;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"Other";1.4;32767
869;"HP";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i5";2.3;8;"Hybrid";128;1024;"Nvidia";"Windows";2.75;74539
870;"Asus";"Ultrabook";13.3;1920;1080;0;1;"Intel";"Core i5";2.3;8;"SSD";512;0;"Nvidia";"Windows";1.45;54665
871;"Asus";"Notebook";17.3;1600;900;0;0;"Intel";"Pentium Quad";1.6;4;"HDD";1024;0;"Nvidia";"Windows";2.8;28238
872;"HP";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.28;121319
873;"HP";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.5;8;"SSD";512;0;"Intel";"Windows";1.54;78215
874;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";"N/A";1.86;15931
875;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"Windows";2.23;32980
876;"Toshiba";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"Windows";2.2;59620
877;"Lenovo";"2 in 1 Convertible";11.3;1920;1080;1;1;"Intel";"Core M";1.2;8;"SSD";256;0;"Intel";"Windows";1.1;69211
878;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";2.1;101179
879;"Dell";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"Linux";2.83;46087
880;"Lenovo";"Gaming";15.6;1920;1080;0;1;"AMD";"FX 8800P";2.1;16;"Hybrid";512;1024;"AMD";"Windows";2.5;53227
881;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";1.96;101392
882;"Asus";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"Windows";2.3;41931
883;"Dell";"Ultrabook";12.5;1920;1080;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.36;78439
884;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"Windows";1.9;50350
885;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"N/A";2.2;36497
886;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"Windows";2.0;23923
887;"Dell";"Notebook";17.3;1600;900;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Windows";2.36;35112
888;"Acer";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"Other";1.68;18595
889;"HP";"Workstation";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";8;0;"Nvidia";"Windows";2.0;119827
890;"HP";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"Windows";1.28;136344
891;"Dell";"Notebook";13.3;1920;1080;1;0;"Intel";"Core i5";2.3;8;"HDD";1024;0;"Intel";"Windows";1.62;34579
892;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"N/A";2.2;24988
893;"Dell";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"Windows";1.36;94572
894;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"Windows";2.3;45323
895;"Toshiba";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"Windows";1.2;77789
896;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"AMD";"Windows";1.84;71875
897;"Asus";"2 in 1 Convertible";12.5;1920;1080;0;0;"Intel";"Core M";1.2;8;"Flash Storage";64;0;"Intel";"Other";1.2;61752
898;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"Windows";1.7;79333
899;"Toshiba";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"Windows";1.05;68465
900;"Dell";"Gaming";17.3;3840;2160;0;1;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"Windows";4.36;168045
901;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"N/A";2.5;54186
902;"Dell";"Ultrabook";13.3;3200;1800;1;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"Windows";1.29;119347
903;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"Windows";2.07;48485
904;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";"Windows";1.24;101179
905;"Toshiba";"Ultrabook";13.3;1366;768;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"Windows";1.2;58342
906;"HP";"2 in 1 Convertible";11.6;1366;768;1;0;"Intel";"Pentium Quad";1.1;4;"SSD";256;0;"Intel";"Windows";1.45;41292
907;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.37;103896
908;"Dell";"Ultrabook";13.3;3200;1800;0;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"Windows";1.3;67559
909;"Acer";"2 in 1 Convertible";11.6;1366;768;1;1;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"Other";1.25;20726
910;"Acer";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.56;48059
911;"Toshiba";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"Windows";1.2;81785
912;"Dell";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"Windows";2.23;94732
913;"Lenovo";"Ultrabook";12.5;1920;1080;0;1;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"Windows";1.36;93773
914;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"Windows";2.38;56210
915;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"N/A";2.2;25521
916;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";2.0;73953
917;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;12;"Hybrid";128;1024;"Nvidia";"Windows";2.4;53760
918;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i3";2.4;4;"SSD";180;0;"Intel";"Windows";1.44;39161
919;"Toshiba";"Ultrabook";12.5;1920;1080;1;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"Windows";1.1;95371
920;"Samsung";"Ultrabook";15.0;1920;1080;0;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Nvidia";"Windows";1.23;98515
921;"Dell";"Ultrabook";12.5;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"Windows";1.6;90043
922;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"Windows";2.04;45102
923;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"Linux";2.0;21258
924;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Linux";2.25;24808
925;"Xiaomi";"Ultrabook";13.3;1920;1080;0;1;"Intel";"Core i5";2.3;8;"SSD";256;0;"Nvidia";"Windows";1.28;49817
926;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"Windows";1.9;43956
927;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"Hybrid";128;1024;"Nvidia";"Windows";2.18;48618
928;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"Windows";2.04;36497
929;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;32;"Hybrid";256;1024;"Nvidia";"Windows";4.42;167779
930;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"Windows";2.04;44702
931;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;6;"SSD";256;0;"Nvidia";"Windows";2.4;37030
932;"HP";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"Windows";1.28;90576
933;"Dell";"2 in 1 Convertible";13.3;3200;1800;1;0;"Intel";"Core i7";1.3;16;"SSD";512;0;"Intel";"Windows";1.22;101179
934;"HP";"2 in 1 Convertible";15.6;1366;768;1;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"Windows";2.3;36486
935;"Dell";"Ultrabook";14.0;2560;1440;1;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"Windows";1.5;104588
936;"Asus";"Notebook";14.1;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"Windows";1.65;18541
937;"Dell";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.6;32;"Hybrid";256;1024;"Nvidia";"Windows";4.42;149184
938;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.5;8;"HDD";1024;0;"Nvidia";"Windows";2.2;35644
939;"Toshiba";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"Windows";1.95;62870
940;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.73;109219
941;"HP";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.7;8;"Hybrid";128;1024;"Nvidia";"Windows";2.04;52161
942;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";"Core i5";2.3;4;"Hybrid";508;0;"Intel";"Windows";1.7;53387
943;"Asus";"2 in 1 Convertible";15.6;3840;2160;1;0;"Intel";"Core i7";2.7;16;"Hybrid";512;2048;"Nvidia";"Windows";2.3;95851
945;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.99;93187
946;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;1;"Intel";"Core i7";2.7;12;"SSD";512;0;"Intel";"Windows";2.19;69211
947;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"Windows";2.2;19660
948;"HP";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"Windows";1.28;95851
949;"Toshiba";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"Windows";1.2;63670
950;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Linux";2.18;24280
951;"Lenovo";"Notebook";15.6;1920;1080;0;0;"AMD";"A12-Series 9720P";3.6;6;"SSD";256;0;"AMD";"Windows";2.2;29251
952;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i5";2.5;12;"Hybrid";128;1024;"Nvidia";"Windows";2.2;72988
953;"Fujitsu";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.3;4;"SSD";256;0;"Intel";"Windows";2.3;34579
954;"Toshiba";"Notebook";14.0;1366;768;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"Windows";1.75;48751
955;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";"Windows";2.25;31915
956;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"Windows";2.04;42944
957;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.5;63350
958;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"Windows";2.36;39907
959;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"Windows";1.6;59620
960;"HP";"Netbook";12.5;1920;1080;0;0;"Intel";"Core M";1.2;8;"SSD";512;0;"Intel";"Windows";0.97;101658
961;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"Hybrid";128;1024;"AMD";"Windows";2.1;26587
962;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"SSD";128;0;"Intel";"N/A";1.9;14419
963;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"Windows";2.3;71875
965;"Asus";"Notebook";13.3;3200;1800;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.4;61272
966;"HP";"Ultrabook";13.3;1920;1080;1;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.11;71875
967;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";"Windows";2.4;20246
968;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.5;95851
969;"HP";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"Windows";1.48;111302
970;"Acer";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.7;67133
971;"HP";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.34;63350
972;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"Windows";2.18;29144
973;"HP";"Notebook";14.0;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"Windows";1.64;41505
